cust_id ,trans_id ,trans_date,invoice_nbr,loc_nbr ,sales ,product_category ,payment_method,payment_status
1916,1003149,8/3/2021,100047575,23,3770,Winter wear,UPI,completed
1917,1003150,8/4/2021,100047576,17,2322,Accessories,UPI,completed
1918,1003151,8/5/2021,100047577,2,4935,Gym wear,UPI,completed
1919,1003152,8/6/2021,100047578,9,2008,Winter wear,Debit Card,completed
1920,1003153,8/7/2021,100047579,8,4603,Women's Clothing,Debit Card,completed
1921,1003154,8/8/2021,100047580,37,4440,Beauty,Debit Card,completed
1922,1003155,8/9/2021,100047581,46,845,Kid's Clothing,Credit Card,completed
1923,1003156,8/10/2021,100047582,41,4302,Accessories,Credit Card,completed
1924,1003157,8/11/2021,100047583,20,549,Kid's Clothing,UPI,completed
1925,1003158,8/12/2021,100047584,37,1967,Jewellery,Credit Card,completed
1926,1003159,8/13/2021,100047585,24,788,Women's Clothing,Debit Card,completed
1927,1003160,8/14/2021,100047586,18,3490,Women's Clothing,UPI,completed
1928,1003161,8/15/2021,100047587,46,1210,Footwear,Debit Card,completed
1929,1003162,8/16/2021,100047588,5,3808,Kid's Clothing,Credit Card,completed
1930,1003163,8/17/2021,100047589,45,4779,Gym wear,Credit Card,completed
1931,1003164,8/18/2021,100047590,27,303,Gym wear,UPI,completed
1932,1003165,8/19/2021,100047591,8,3363,Men's Clothing,Credit Card,completed
1933,1003166,8/20/2021,100047592,38,4851,Jewellery,UPI,completed
1934,1003167,8/21/2021,100047593,28,2154,Bags,Debit Card,completed
1935,1003168,8/22/2021,100047594,7,1404,Women's Clothing,Credit Card,completed
1936,1003169,8/23/2021,100047595,39,4970,Bags,Debit Card,completed
1937,1003170,8/24/2021,100047596,21,3860,Winter wear,Credit Card,completed
1938,1003171,8/25/2021,100047597,6,4805,Beauty,UPI,completed
1939,1003172,8/26/2021,100047598,42,1497,Gym wear,Credit Card,completed
1940,1003173,8/27/2021,100047599,29,4249,Kid's Clothing,Debit Card,completed
1941,1003174,8/28/2021,100047600,15,1864,Women's Clothing,UPI,completed
1942,1003175,8/29/2021,100047601,45,2054,Jewellery,UPI,completed
1943,1003176,8/30/2021,100047602,17,728,Men's Clothing,Debit Card,completed
1944,1003177,8/31/2021,100047603,25,799,Bags,Debit Card,completed
1945,1003178,9/1/2021,100047604,31,2061,Kid's Clothing,Credit Card,completed
1946,1003179,9/2/2021,100047605,19,3159,Men's Clothing,Credit Card,completed
1947,1003180,9/3/2021,100047606,40,3519,Bags,Credit Card,completed
1948,1003181,9/4/2021,100047607,21,2676,Footwear,Credit Card,completed
1949,1003182,9/5/2021,100047608,49,414,Beauty,UPI,completed
1950,1003183,9/6/2021,100047609,7,1592,Jewellery,Credit Card,completed
1951,1003184,9/7/2021,100047610,33,4459,Jewellery,Credit Card,completed
1952,1003185,9/8/2021,100047611,16,922,Kid's Clothing,Credit Card,completed
1953,1003186,9/9/2021,100047612,35,3229,Women's Clothing,Credit Card,completed
1954,1003187,9/10/2021,100047613,49,3775,Beauty,Debit Card,completed
1955,1003188,9/11/2021,100047614,27,4493,Accessories,Debit Card,completed
1956,1003189,9/12/2021,100047615,19,2603,Women's Clothing,Debit Card,completed
1957,1003190,9/13/2021,100047616,20,2823,Footwear,Credit Card,completed
1958,1003191,9/14/2021,100047617,45,3575,Gym wear,Credit Card,completed
1959,1003192,9/15/2021,100047618,16,3952,Kid's Clothing,Credit Card,completed
1960,1003193,9/16/2021,100047619,10,3506,Jewellery,Credit Card,completed
1961,1003194,9/17/2021,100047620,2,4918,Bags,UPI,completed
1962,1003195,9/18/2021,100047621,17,2955,Gym wear,Credit Card,completed
1963,1003196,9/19/2021,100047622,12,405,Bags,UPI,completed
1964,1003197,9/20/2021,100047623,13,4746,Gym wear,Credit Card,completed
1965,1003198,9/21/2021,100047624,22,3328,Beauty,UPI,completed
1966,1003199,9/22/2021,100047625,48,3816,Gym wear,UPI,completed
1967,1003200,9/23/2021,100047626,4,2532,Footwear,Credit Card,completed
1968,1003201,9/24/2021,100047627,34,866,Jewellery,UPI,completed
1969,1003202,9/25/2021,100047628,24,1417,Accessories,UPI,completed
1970,1003203,9/26/2021,100047629,23,3700,Beauty,Credit Card,completed
1971,1003204,9/27/2021,100047630,21,4036,Beauty,Debit Card,completed
1972,1003205,9/28/2021,100047631,50,2441,Kid's Clothing,UPI,completed
1973,1003206,9/29/2021,100047632,45,2536,Kid's Clothing,UPI,completed
1974,1003207,9/30/2021,100047633,22,4411,Gym wear,UPI,completed
1975,1003208,10/1/2021,100047634,39,2433,Kid's Clothing,Credit Card,completed
1976,1003209,10/2/2021,100047635,35,4583,Men's Clothing,Debit Card,completed
1977,1003210,10/3/2021,100047636,10,1481,Bags,Credit Card,completed
1978,1003211,10/4/2021,100047637,21,2443,Beauty,Debit Card,completed
1979,1003212,10/5/2021,100047638,11,3820,Kid's Clothing,Credit Card,completed
1980,1003213,10/6/2021,100047639,36,327,Bags,UPI,completed
1981,1003214,10/7/2021,100047640,5,4497,Jewellery,Credit Card,completed
1982,1003215,10/8/2021,100047641,31,3592,Gym wear,Debit Card,completed
1983,1003216,10/9/2021,100047642,45,2791,Kid's Clothing,Credit Card,completed
1984,1003217,10/10/2021,100047643,38,1813,Kid's Clothing,Credit Card,completed
1985,1003218,10/11/2021,100047644,27,335,Footwear,Credit Card,completed
1986,1003219,10/12/2021,100047645,4,2989,Bags,Credit Card,completed
1987,1003220,10/13/2021,100047646,1,276,Men's Clothing,Debit Card,completed
1988,1003221,10/14/2021,100047647,17,615,Accessories,UPI,completed
1989,1003222,10/15/2021,100047648,11,2084,Winter wear,UPI,completed
1990,1003223,10/16/2021,100047649,35,4178,Gym wear,Credit Card,completed
1991,1003224,10/17/2021,100047650,31,2081,Accessories,UPI,completed
1992,1003225,10/18/2021,100047651,40,3397,Kid's Clothing,Debit Card,completed
1993,1003226,10/19/2021,100047652,4,4340,Beauty,Credit Card,completed
1994,1003227,10/20/2021,100047653,42,2580,Beauty,UPI,completed
1995,1003228,10/21/2021,100047654,13,1885,Kid's Clothing,UPI,completed
1996,1003229,10/22/2021,100047655,37,864,Jewellery,UPI,completed
1997,1003230,10/23/2021,100047656,40,3288,Accessories,UPI,completed
1998,1003231,10/24/2021,100047657,8,2518,Jewellery,Debit Card,completed
1999,1003232,10/25/2021,100047658,15,2049,Footwear,Debit Card,completed
2000,1003233,10/26/2021,100047659,7,4002,Winter wear,Credit Card,completed
2001,1003234,10/27/2021,100047660,40,1848,Kid's Clothing,Credit Card,completed
2002,1003235,10/28/2021,100047661,30,3699,Beauty,UPI,completed
2003,1003236,10/29/2021,100047662,44,3704,Beauty,Debit Card,completed
2004,1003237,10/30/2021,100047663,44,1846,Winter wear,Credit Card,completed
2005,1003238,10/31/2021,100047664,9,4950,Kid's Clothing,UPI,completed
2006,1003239,11/1/2021,100047665,47,2188,Women's Clothing,Credit Card,completed
2007,1003240,11/2/2021,100047666,15,2492,Men's Clothing,UPI,completed
2008,1003241,11/3/2021,100047667,48,1270,Jewellery,UPI,completed
2009,1003242,11/4/2021,100047668,9,1264,Beauty,Debit Card,completed
2010,1003243,11/5/2021,100047669,16,955,Beauty,Credit Card,completed
2011,1003244,11/6/2021,100047670,15,1081,Men's Clothing,Debit Card,completed
2012,1003245,11/7/2021,100047671,47,4125,Footwear,Credit Card,completed
2013,1003246,11/8/2021,100047672,40,4473,Winter wear,Credit Card,completed
2014,1003247,11/9/2021,100047673,15,3877,Beauty,UPI,completed
2015,1003248,11/10/2021,100047674,49,2034,Footwear,Credit Card,completed
2016,1003249,11/11/2021,100047675,42,2213,Bags,UPI,completed
2017,1003250,11/12/2021,100047676,48,2466,Jewellery,Credit Card,completed
2018,1003251,11/13/2021,100047677,30,704,Jewellery,Debit Card,completed
2019,1003252,11/14/2021,100047678,31,1506,Women's Clothing,Credit Card,completed
2020,1003253,11/15/2021,100047679,17,2879,Gym wear,Debit Card,completed
2021,1003254,11/16/2021,100047680,22,1448,Winter wear,UPI,completed
2022,1003255,11/17/2021,100047681,29,1650,Jewellery,UPI,completed
2023,1003256,11/18/2021,100047682,44,1550,Footwear,Credit Card,completed
2024,1003257,11/19/2021,100047683,32,4804,Women's Clothing,Debit Card,completed
2025,1003258,11/20/2021,100047684,22,1698,Women's Clothing,Credit Card,completed
2026,1003259,11/21/2021,100047685,33,2888,Gym wear,Debit Card,completed
2027,1003260,11/22/2021,100047686,45,3427,Jewellery,Credit Card,completed
2028,1003261,11/23/2021,100047687,23,3486,Bags,UPI,completed
2029,1003262,11/24/2021,100047688,20,2870,Accessories,Credit Card,completed
2030,1003263,11/25/2021,100047689,34,3475,Winter wear,Debit Card,completed
2031,1003264,11/26/2021,100047690,46,1176,Women's Clothing,Debit Card,completed
2032,1003265,11/27/2021,100047691,1,456,Kid's Clothing,Credit Card,completed
2033,1003266,11/28/2021,100047692,39,4416,Accessories,Debit Card,completed
2034,1003267,11/29/2021,100047693,35,1791,Gym wear,Debit Card,completed
2035,1003268,11/30/2021,100047694,23,3141,Kid's Clothing,UPI,completed
2036,1003269,12/1/2021,100047695,3,2209,Beauty,Credit Card,completed
2037,1003270,12/2/2021,100047696,49,3832,Gym wear,UPI,completed
2038,1003271,12/3/2021,100047697,27,385,Beauty,Debit Card,completed
2039,1003272,12/4/2021,100047698,29,2055,Beauty,Debit Card,completed
2040,1003273,12/5/2021,100047699,2,1575,Gym wear,UPI,completed
2041,1003274,12/6/2021,100047700,4,3899,Jewellery,Debit Card,completed
2042,1003275,12/7/2021,100047701,39,1145,Kid's Clothing,Credit Card,completed
2043,1003276,12/8/2021,100047702,28,1503,Bags,UPI,completed
2044,1003277,12/9/2021,100047703,36,1182,Men's Clothing,Credit Card,completed
2045,1003278,12/10/2021,100047704,14,1503,Winter wear,UPI,completed
2046,1003279,12/11/2021,100047705,1,2594,Accessories,UPI,completed
2047,1003280,12/12/2021,100047706,15,831,Women's Clothing,Credit Card,completed
2048,1003281,12/13/2021,100047707,31,1871,Gym wear,Credit Card,completed
2049,1003282,12/14/2021,100047708,49,885,Footwear,Credit Card,completed
2050,1003283,12/15/2021,100047709,46,4910,Men's Clothing,Debit Card,completed
2051,1003284,12/16/2021,100047710,47,3182,Accessories,Credit Card,completed
2052,1003285,12/17/2021,100047711,21,4309,Women's Clothing,Credit Card,completed
2053,1003286,12/18/2021,100047712,35,373,Jewellery,Debit Card,completed
2054,1003287,12/19/2021,100047713,8,1668,Women's Clothing,UPI,completed
2055,1003288,12/20/2021,100047714,49,1783,Women's Clothing,Debit Card,completed
2056,1003289,12/21/2021,100047715,46,2578,Women's Clothing,UPI,completed
2057,1003290,12/22/2021,100047716,20,3929,Men's Clothing,UPI,completed
2058,1003291,12/23/2021,100047717,30,889,Men's Clothing,UPI,completed
2059,1003292,12/24/2021,100047718,16,2964,Winter wear,Debit Card,completed
2060,1003293,12/25/2021,100047719,39,1401,Kid's Clothing,Credit Card,completed
2061,1003294,12/26/2021,100047720,42,3990,Men's Clothing,UPI,completed
2062,1003295,12/27/2021,100047721,20,4894,Women's Clothing,Credit Card,completed
2063,1003296,12/28/2021,100047722,38,1857,Men's Clothing,UPI,completed
2064,1003297,12/29/2021,100047723,20,4315,Women's Clothing,Credit Card,completed
2065,1003298,12/30/2021,100047724,27,1888,Bags,UPI,completed
2066,1003299,12/31/2021,100047725,28,314,Accessories,UPI,completed
2067,1003300,1/1/2022,100047726,31,4818,Footwear,Debit Card,completed
2068,1003301,1/2/2022,100047727,5,2917,Women's Clothing,Debit Card,completed
2069,1003302,1/3/2022,100047728,26,2720,Jewellery,Credit Card,completed
2070,1003303,1/4/2022,100047729,21,1768,Footwear,Debit Card,completed
2071,1003304,1/5/2022,100047730,13,3607,Beauty,Credit Card,completed
2072,1003305,1/6/2022,100047731,8,3290,Footwear,Debit Card,completed
2073,1003306,1/7/2022,100047732,48,1186,Footwear,UPI,completed
2074,1003307,1/8/2022,100047733,2,747,Men's Clothing,Debit Card,completed
2075,1003308,1/9/2022,100047734,9,3217,Jewellery,UPI,completed
2076,1003309,1/10/2022,100047735,47,1613,Bags,UPI,completed
2077,1003310,1/11/2022,100047736,3,3942,Gym wear,Debit Card,completed
2078,1003311,1/12/2022,100047737,26,389,Winter wear,Credit Card,completed
2079,1003312,1/13/2022,100047738,22,3129,Beauty,UPI,completed
2080,1003313,1/14/2022,100047739,42,4873,Footwear,Credit Card,completed
2081,1003314,1/15/2022,100047740,28,3450,Men's Clothing,Debit Card,completed
2082,1003315,1/16/2022,100047741,16,2421,Footwear,Debit Card,completed
2083,1003316,1/17/2022,100047742,14,4456,Winter wear,Debit Card,completed
2084,1003317,1/18/2022,100047743,35,1305,Winter wear,Debit Card,completed
2085,1003318,1/19/2022,100047744,48,794,Jewellery,UPI,completed
2086,1003319,1/20/2022,100047745,44,2012,Kid's Clothing,Debit Card,completed
2087,1003320,1/21/2022,100047746,27,494,Beauty,Debit Card,completed
2088,1003321,1/22/2022,100047747,43,3188,Kid's Clothing,Debit Card,completed
2089,1003322,1/23/2022,100047748,13,3258,Gym wear,UPI,completed
2090,1003323,1/24/2022,100047749,16,2793,Men's Clothing,UPI,completed
2091,1003324,1/25/2022,100047750,31,421,Jewellery,Debit Card,completed
2092,1003325,1/26/2022,100047751,6,4559,Accessories,Credit Card,completed
2093,1003326,1/27/2022,100047752,17,4523,Accessories,Credit Card,completed
2094,1003327,1/28/2022,100047753,50,3713,Jewellery,Credit Card,completed
2095,1003328,1/29/2022,100047754,22,4660,Winter wear,Debit Card,completed
2096,1003329,1/30/2022,100047755,30,1438,Bags,UPI,completed
2097,1003330,1/31/2022,100047756,19,2417,Bags,Credit Card,completed
2098,1003331,2/1/2022,100047757,20,2810,Jewellery,Credit Card,completed
2099,1003332,2/2/2022,100047758,3,4864,Bags,Debit Card,completed
2100,1003333,2/3/2022,100047759,23,1070,Beauty,UPI,completed
2101,1003334,2/4/2022,100047760,12,1487,Men's Clothing,Credit Card,completed
2102,1003335,2/5/2022,100047761,6,2310,Kid's Clothing,UPI,completed
2103,1003336,2/6/2022,100047762,3,4297,Winter wear,UPI,completed
2104,1003337,2/7/2022,100047763,50,1067,Beauty,Debit Card,completed
2105,1003338,2/8/2022,100047764,34,4723,Women's Clothing,UPI,completed
2106,1003339,2/9/2022,100047765,9,2780,Bags,Debit Card,completed
2107,1003340,2/10/2022,100047766,11,3008,Jewellery,Credit Card,completed
2108,1003341,2/11/2022,100047767,21,4144,Kid's Clothing,Debit Card,completed
2109,1003342,2/12/2022,100047768,43,3622,Bags,UPI,completed
2110,1003343,2/13/2022,100047769,44,2376,Women's Clothing,UPI,completed
2111,1003344,2/14/2022,100047770,5,785,Gym wear,Debit Card,completed
2112,1003345,2/15/2022,100047771,42,4958,Footwear,UPI,completed
2113,1003346,2/16/2022,100047772,50,2893,Footwear,UPI,completed
2114,1003347,2/17/2022,100047773,10,3682,Kid's Clothing,Debit Card,completed
2115,1003348,2/18/2022,100047774,9,432,Gym wear,Credit Card,completed
2116,1003349,2/19/2022,100047775,13,4313,Footwear,Credit Card,completed
2117,1003350,2/20/2022,100047776,17,1945,Jewellery,UPI,completed
2118,1003351,2/21/2022,100047777,47,2383,Women's Clothing,Debit Card,completed
2119,1003352,2/22/2022,100047778,16,4683,Beauty,Credit Card,completed
2120,1003353,2/23/2022,100047779,33,2912,Winter wear,Debit Card,completed
2121,1003354,2/24/2022,100047780,10,276,Gym wear,UPI,completed
2122,1003355,2/25/2022,100047781,32,425,Accessories,Credit Card,completed
2123,1003356,2/26/2022,100047782,47,1793,Footwear,UPI,completed
2124,1003357,2/27/2022,100047783,45,4970,Kid's Clothing,Debit Card,completed
2125,1003358,2/28/2022,100047784,3,548,Winter wear,Credit Card,completed
2126,1003359,3/1/2022,100047785,26,699,Kid's Clothing,Debit Card,completed
2127,1003360,3/2/2022,100047786,46,3371,Jewellery,Credit Card,completed
2128,1003361,3/3/2022,100047787,31,1299,Accessories,Credit Card,completed
2129,1003362,3/4/2022,100047788,46,3398,Women's Clothing,UPI,completed
2130,1003363,3/5/2022,100047789,44,2066,Bags,UPI,completed
2131,1003364,3/6/2022,100047790,48,1825,Men's Clothing,UPI,completed
2132,1003365,3/7/2022,100047791,22,1133,Beauty,Debit Card,completed
2133,1003366,3/8/2022,100047792,27,3277,Winter wear,Credit Card,completed
2134,1003367,3/9/2022,100047793,4,515,Footwear,UPI,completed
2135,1003368,3/10/2022,100047794,5,3000,Accessories,Debit Card,completed
2136,1003369,3/11/2022,100047795,43,1172,Beauty,Debit Card,completed
2137,1003370,3/12/2022,100047796,36,2265,Footwear,Debit Card,completed
2138,1003371,3/13/2022,100047797,27,3984,Women's Clothing,Credit Card,completed
2139,1003372,3/14/2022,100047798,8,2991,Jewellery,Debit Card,completed
2140,1003373,3/15/2022,100047799,35,1726,Footwear,UPI,completed
2141,1003374,3/16/2022,100047800,35,4696,Kid's Clothing,Credit Card,completed
2142,1003375,3/17/2022,100047801,43,2183,Bags,Debit Card,completed
2143,1003376,3/18/2022,100047802,48,558,Men's Clothing,Credit Card,completed
2144,1003377,3/19/2022,100047803,50,4055,Beauty,Debit Card,completed
2145,1003378,3/20/2022,100047804,10,2436,Beauty,Debit Card,completed
2146,1003379,3/21/2022,100047805,30,1914,Footwear,Credit Card,completed
2147,1003380,3/22/2022,100047806,48,294,Women's Clothing,UPI,completed
2148,1003381,3/23/2022,100047807,50,2446,Bags,Debit Card,completed
2149,1003382,3/24/2022,100047808,30,2500,Men's Clothing,UPI,completed
2150,1003383,3/25/2022,100047809,20,514,Bags,Debit Card,completed
2151,1003384,3/26/2022,100047810,3,3584,Men's Clothing,Debit Card,completed
2152,1003385,3/27/2022,100047811,4,1971,Kid's Clothing,UPI,completed
2153,1003386,3/28/2022,100047812,18,3331,Accessories,Debit Card,completed
2154,1003387,3/29/2022,100047813,47,3759,Men's Clothing,UPI,completed
2155,1003388,3/30/2022,100047814,29,4329,Bags,Credit Card,completed
2156,1003389,3/31/2022,100047815,1,2848,Women's Clothing,Credit Card,completed
2157,1003390,4/1/2022,100047816,3,846,Winter wear,UPI,completed
2158,1003391,4/2/2022,100047817,34,4092,Gym wear,UPI,completed
2159,1003392,4/3/2022,100047818,26,2404,Men's Clothing,Debit Card,completed
2160,1003393,4/4/2022,100047819,27,4843,Kid's Clothing,Debit Card,completed
2161,1003394,4/5/2022,100047820,32,4786,Jewellery,Credit Card,completed
2162,1003395,4/6/2022,100047821,35,3652,Bags,UPI,completed
2163,1003396,4/7/2022,100047822,41,4541,Accessories,UPI,completed
2164,1003397,4/8/2022,100047823,28,318,Winter wear,Credit Card,completed
2165,1003398,4/9/2022,100047824,37,4715,Beauty,UPI,completed
2166,1003399,4/10/2022,100047825,2,4442,Women's Clothing,Credit Card,completed
2167,1003400,4/11/2022,100047826,31,4064,Winter wear,Credit Card,completed
2168,1003401,4/12/2022,100047827,47,2630,Winter wear,Credit Card,completed
2169,1003402,4/13/2022,100047828,47,733,Beauty,Debit Card,completed
2170,1003403,4/14/2022,100047829,50,2167,Men's Clothing,Debit Card,completed
2171,1003404,4/15/2022,100047830,34,4014,Accessories,UPI,completed
2172,1003405,4/16/2022,100047831,21,4407,Winter wear,UPI,completed
2173,1003406,4/17/2022,100047832,29,786,Gym wear,UPI,completed
2174,1003407,4/18/2022,100047833,30,3582,Footwear,Credit Card,completed
2175,1003408,4/19/2022,100047834,47,3043,Kid's Clothing,UPI,completed
2176,1003409,4/20/2022,100047835,7,3982,Footwear,UPI,completed
2177,1003410,4/21/2022,100047836,29,4380,Jewellery,UPI,completed
2178,1003411,4/22/2022,100047837,31,1790,Footwear,UPI,completed
2179,1003412,4/23/2022,100047838,49,3883,Gym wear,Debit Card,completed
2180,1003413,4/24/2022,100047839,50,2508,Bags,Credit Card,completed
2181,1003414,4/25/2022,100047840,1,2546,Kid's Clothing,UPI,completed
2182,1003415,4/26/2022,100047841,26,2479,Beauty,Credit Card,completed
2183,1003416,4/27/2022,100047842,11,1416,Jewellery,Credit Card,completed
2184,1003417,4/28/2022,100047843,44,4793,Accessories,Debit Card,completed
2185,1003418,4/29/2022,100047844,33,4431,Men's Clothing,Credit Card,completed
2186,1003419,4/30/2022,100047845,42,3767,Gym wear,Credit Card,completed
2187,1003420,5/1/2022,100047846,38,4499,Women's Clothing,Debit Card,completed
2188,1003421,5/2/2022,100047847,3,4477,Accessories,Credit Card,completed
2189,1003422,5/3/2022,100047848,43,2117,Winter wear,UPI,completed
2190,1003423,5/4/2022,100047849,14,3911,Men's Clothing,UPI,completed
2191,1003424,5/5/2022,100047850,10,2969,Winter wear,Credit Card,completed
2192,1003425,5/6/2022,100047851,48,3853,Jewellery,Debit Card,completed
2193,1003426,5/7/2022,100047852,16,3800,Gym wear,Credit Card,completed
2194,1003427,5/8/2022,100047853,11,3182,Gym wear,UPI,completed
2195,1003428,5/9/2022,100047854,18,3860,Women's Clothing,UPI,completed
2196,1003429,5/10/2022,100047855,15,2820,Gym wear,Credit Card,completed
2197,1003430,5/11/2022,100047856,21,1778,Women's Clothing,Credit Card,completed
2198,1003431,5/12/2022,100047857,20,4403,Gym wear,UPI,completed
2199,1003432,5/13/2022,100047858,44,2258,Beauty,Credit Card,completed
2200,1003433,5/14/2022,100047859,45,3537,Footwear,Credit Card,completed
2201,1003434,5/15/2022,100047860,31,2272,Bags,UPI,completed
2202,1003435,5/16/2022,100047861,28,3246,Women's Clothing,Credit Card,completed
2203,1003436,5/17/2022,100047862,10,4001,Footwear,Credit Card,completed
2204,1003437,5/18/2022,100047863,29,2891,Jewellery,UPI,completed
2205,1003438,5/19/2022,100047864,37,440,Kid's Clothing,Credit Card,completed
2206,1003439,5/20/2022,100047865,22,4621,Footwear,Debit Card,completed
2207,1003440,5/21/2022,100047866,49,2933,Kid's Clothing,UPI,completed
2208,1003441,5/22/2022,100047867,41,3264,Winter wear,Credit Card,completed
2209,1003442,5/23/2022,100047868,33,613,Gym wear,UPI,completed
2210,1003443,5/24/2022,100047869,10,3025,Footwear,UPI,completed
2211,1003444,5/25/2022,100047870,25,2309,Footwear,Debit Card,completed
2212,1003445,5/26/2022,100047871,19,1441,Gym wear,Debit Card,completed
2213,1003446,5/27/2022,100047872,4,1577,Gym wear,Credit Card,completed
2214,1003447,5/28/2022,100047873,47,4380,Jewellery,Debit Card,completed
2215,1003448,5/29/2022,100047874,43,2149,Bags,Credit Card,completed
2216,1003449,5/30/2022,100047875,3,474,Footwear,UPI,completed
2217,1003450,5/31/2022,100047876,19,3990,Gym wear,Credit Card,completed
2218,1003451,6/1/2022,100047877,39,4096,Women's Clothing,Debit Card,completed
2219,1003452,6/2/2022,100047878,22,3061,Gym wear,UPI,completed
2220,1003453,6/3/2022,100047879,13,4351,Women's Clothing,UPI,completed
2221,1003454,6/4/2022,100047880,49,2076,Accessories,Debit Card,completed
2222,1003455,6/5/2022,100047881,41,4722,Kid's Clothing,Debit Card,completed
2223,1003456,6/6/2022,100047882,9,606,Gym wear,Credit Card,completed
2224,1003457,6/7/2022,100047883,17,3124,Kid's Clothing,Debit Card,completed
2225,1003458,6/8/2022,100047884,23,2167,Winter wear,Debit Card,completed
2226,1003459,6/9/2022,100047885,6,2986,Bags,Debit Card,completed
2227,1003460,6/10/2022,100047886,1,4282,Winter wear,Debit Card,completed
2228,1003461,6/11/2022,100047887,2,3035,Winter wear,UPI,completed
2229,1003462,6/12/2022,100047888,38,2474,Bags,Debit Card,completed
2230,1003463,6/13/2022,100047889,27,2576,Men's Clothing,Debit Card,completed
2231,1003464,6/14/2022,100047890,27,4489,Bags,UPI,completed
2232,1003465,6/15/2022,100047891,24,4465,Women's Clothing,Debit Card,completed
2233,1003466,6/16/2022,100047892,26,966,Bags,Debit Card,completed
2234,1003467,6/17/2022,100047893,48,3908,Kid's Clothing,UPI,completed
2235,1003468,6/18/2022,100047894,30,2073,Footwear,Debit Card,completed
2236,1003469,6/19/2022,100047895,46,1673,Beauty,UPI,completed
2237,1003470,6/20/2022,100047896,49,1643,Winter wear,Debit Card,completed
2238,1003471,6/21/2022,100047897,40,4814,Beauty,Debit Card,completed
2239,1003472,6/22/2022,100047898,50,1137,Accessories,Credit Card,completed
2240,1003473,6/23/2022,100047899,8,631,Women's Clothing,Credit Card,completed
2241,1003474,6/24/2022,100047900,18,1602,Men's Clothing,UPI,completed
2242,1003475,6/25/2022,100047901,30,2125,Jewellery,Debit Card,completed
2243,1003476,6/26/2022,100047902,31,3799,Accessories,Credit Card,completed
2244,1003477,6/27/2022,100047903,14,2856,Accessories,Debit Card,completed
2245,1003478,6/28/2022,100047904,11,4924,Winter wear,UPI,completed
2246,1003479,6/29/2022,100047905,50,4502,Men's Clothing,Credit Card,completed
2247,1003480,6/30/2022,100047906,24,4653,Bags,Credit Card,completed
2248,1003481,7/1/2022,100047907,21,3034,Beauty,UPI,completed
2249,1003482,7/2/2022,100047908,33,2832,Men's Clothing,Credit Card,completed
2250,1003483,7/3/2022,100047909,48,3867,Footwear,Credit Card,completed
2251,1003484,7/4/2022,100047910,25,2634,Jewellery,Debit Card,completed
2252,1003485,7/5/2022,100047911,8,1231,Winter wear,Credit Card,completed
2253,1003486,7/6/2022,100047912,34,1816,Bags,UPI,completed
2254,1003487,7/7/2022,100047913,26,3268,Men's Clothing,Credit Card,completed
2255,1003488,7/8/2022,100047914,6,1733,Kid's Clothing,Debit Card,completed
2256,1003489,7/9/2022,100047915,30,1696,Kid's Clothing,Debit Card,completed
2257,1003490,7/10/2022,100047916,7,3051,Gym wear,UPI,completed
2258,1003491,7/11/2022,100047917,4,3936,Gym wear,Credit Card,completed
2259,1003492,7/12/2022,100047918,16,1281,Jewellery,UPI,completed
2260,1003493,7/13/2022,100047919,43,640,Kid's Clothing,Debit Card,completed
2261,1003494,7/14/2022,100047920,48,2428,Gym wear,Debit Card,completed
2262,1003495,7/15/2022,100047921,9,3140,Gym wear,Debit Card,completed
2263,1003496,7/16/2022,100047922,44,4797,Winter wear,Debit Card,completed
2264,1003497,7/17/2022,100047923,21,3118,Men's Clothing,Credit Card,completed
2265,1003498,7/18/2022,100047924,20,3940,Kid's Clothing,Credit Card,completed
2266,1003499,7/19/2022,100047925,20,1005,Bags,UPI,completed
2267,1003500,7/20/2022,100047926,44,3422,Winter wear,Credit Card,completed
2268,1003501,7/21/2022,100047927,29,4982,Footwear,Debit Card,completed
2269,1003502,7/22/2022,100047928,27,3881,Men's Clothing,Credit Card,completed
2270,1003503,7/23/2022,100047929,8,2783,Footwear,Credit Card,completed
2271,1003504,7/24/2022,100047930,50,2864,Accessories,Credit Card,completed
2272,1003505,7/25/2022,100047931,44,3152,Jewellery,UPI,completed
2273,1003506,7/26/2022,100047932,37,3834,Winter wear,Debit Card,completed
2274,1003507,7/27/2022,100047933,12,2448,Footwear,UPI,completed
2275,1003508,7/28/2022,100047934,50,865,Kid's Clothing,UPI,completed
2276,1003509,7/29/2022,100047935,46,2298,Gym wear,Credit Card,completed
2277,1003510,7/30/2022,100047936,10,3723,Beauty,UPI,completed
2278,1003511,7/31/2022,100047937,32,538,Winter wear,UPI,completed
2279,1003512,8/1/2022,100047938,38,1368,Women's Clothing,Debit Card,completed
2280,1003513,8/2/2022,100047939,21,2710,Footwear,Debit Card,completed
2281,1003514,8/3/2022,100047940,11,1151,Kid's Clothing,UPI,completed
2282,1003515,8/4/2022,100047941,21,1873,Beauty,UPI,completed
2283,1003516,8/5/2022,100047942,6,2064,Beauty,Credit Card,completed
2284,1003517,8/6/2022,100047943,20,2607,Men's Clothing,UPI,completed
2285,1003518,8/7/2022,100047944,17,4404,Beauty,UPI,completed
2286,1003519,8/8/2022,100047945,13,3329,Winter wear,Credit Card,completed
2287,1003520,8/9/2022,100047946,43,911,Winter wear,Credit Card,completed
